order_id,customer_id,restaurant_id,rider_id,calendar_id,weather_id,payment_id,promotion_id,order_timestamp,delivered_timestamp,order_status,delivery_minutes,delivery_fee,platform_fee,cancellation_reason
7056,1554,99,200,325,325,4,,2024-11-20 21:45:00,2024-11-20 22:42:00,Delivered,57.0,25,10,
7057,1984,115,151,484,484,1,,2025-04-28 21:53:00,2025-04-28 22:38:00,Delivered,45.0,40,10,
7058,198,4,108,505,505,2,,2025-05-19 12:55:00,2025-05-19 13:36:00,Delivered,41.0,0,10,
7059,1069,68,116,114,114,5,,2024-04-23 12:10:00,2024-04-23 12:47:00,Delivered,37.0,25,10,
7060,1499,73,292,568,568,2,,2025-07-21 14:58:00,2025-07-21 15:44:00,Delivered,46.0,25,10,
7061,1611,97,94,420,420,5,,2025-02-23 17:08:00,2025-02-23 17:44:00,Delivered,36.0,25,10,
7062,1378,83,65,706,706,2,6.0,2025-12-06 20:43:00,2025-12-06 21:35:00,Delivered,52.0,25,10,
7063,1686,101,11,218,218,1,,2024-08-05 08:36:00,2024-08-05 09:24:00,Delivered,48.0,25,10,
7064,466,11,254,92,92,3,,2024-04-01 19:32:00,2024-04-01 19:55:00,Delivered,23.0,0,10,
7065,862,60,210,688,688,2,10.0,2025-11-18 16:04:00,2025-11-18 16:35:00,Delivered,31.0,40,10,
7066,70,7,163,78,78,1,,2024-03-18 21:22:00,,Cancelled,,40,10,Restaurant Closed
7067,536,48,57,125,125,1,,2024-05-04 19:41:00,2024-05-04 20:34:00,Delivered,53.0,40,10,
7068,1290,85,242,381,381,5,,2025-01-15 13:00:00,2025-01-15 13:49:00,Delivered,49.0,60,10,
7069,1345,74,235,42,42,4,,2024-02-11 13:50:00,2024-02-11 14:45:00,Delivered,55.0,25,10,
7070,893,55,72,513,513,5,,2025-05-27 21:30:00,2025-05-27 22:07:00,Delivered,37.0,0,10,
7071,1602,102,176,78,78,3,,2024-03-18 22:36:00,2024-03-18 23:06:00,Delivered,30.0,40,10,
7072,396,26,121,638,638,5,,2025-09-29 14:09:00,2025-09-29 15:07:00,Delivered,58.0,60,10,
7073,184,29,46,214,214,4,12.0,2024-08-01 12:13:00,2024-08-01 13:08:00,Delivered,55.0,0,10,
7074,204,6,164,298,298,4,8.0,2024-10-24 21:45:00,2024-10-24 22:42:00,Delivered,57.0,40,10,
7075,1923,118,80,86,86,2,2.0,2024-03-26 09:21:00,2024-03-26 10:17:00,Delivered,56.0,40,10,
7076,1620,99,200,13,13,1,,2024-01-13 19:43:00,2024-01-13 20:34:00,Delivered,51.0,25,10,
7077,1858,111,55,207,207,5,11.0,2024-07-25 21:44:00,2024-07-25 22:23:00,Delivered,39.0,25,10,
7078,839,50,82,31,31,1,,2024-01-31 08:53:00,2024-01-31 09:22:00,Delivered,29.0,25,10,
7079,770,43,25,466,466,2,,2025-04-10 21:02:00,2025-04-10 21:49:00,Delivered,47.0,25,10,
7080,1501,91,263,311,311,1,,2024-11-06 12:53:00,2024-11-06 13:21:00,Delivered,28.0,25,10,
7081,108,12,66,399,399,4,10.0,2025-02-02 21:23:00,2025-02-02 22:16:00,Delivered,53.0,0,10,
7082,469,9,83,333,333,3,9.0,2024-11-28 12:15:00,2024-11-28 12:57:00,Delivered,42.0,0,10,
7083,581,37,58,33,33,1,,2024-02-02 20:19:00,2024-02-02 20:56:00,Delivered,37.0,25,10,
7084,233,18,100,640,640,1,,2025-10-01 12:52:00,2025-10-01 13:30:00,Delivered,38.0,40,10,
7085,1738,120,136,123,123,4,,2024-05-02 09:42:00,2024-05-02 10:33:00,Delivered,51.0,25,10,
7086,1600,99,13,340,340,3,6.0,2024-12-05 14:55:00,,Cancelled,,40,10,Restaurant Closed
7087,1770,106,76,217,217,4,3.0,2024-08-04 16:10:00,2024-08-04 16:36:00,Delivered,26.0,40,10,
7088,1626,99,223,33,33,1,5.0,2024-02-02 16:44:00,2024-02-02 17:18:00,Delivered,34.0,25,10,
7089,1824,120,241,659,659,5,,2025-10-20 19:03:00,2025-10-20 19:54:00,Delivered,51.0,0,10,
7090,1732,104,218,325,325,2,,2024-11-20 22:38:00,2024-11-20 23:10:00,Delivered,32.0,25,10,
7091,1751,118,233,115,115,3,,2024-04-24 17:49:00,2024-04-24 18:46:00,Delivered,57.0,40,10,
7092,589,47,77,192,192,2,,2024-07-10 17:03:00,2024-07-10 17:36:00,Delivered,33.0,40,10,
7093,207,12,203,411,411,5,5.0,2025-02-14 10:34:00,2025-02-14 11:17:00,Delivered,43.0,25,10,
7094,268,17,37,698,698,5,,2025-11-28 21:12:00,2025-11-28 21:42:00,Delivered,30.0,0,10,
7095,1189,69,84,418,418,5,,2025-02-21 12:59:00,2025-02-21 13:27:00,Delivered,28.0,25,10,
7096,942,50,82,99,99,4,7.0,2024-04-08 10:00:00,2024-04-08 10:58:00,Delivered,58.0,40,10,
7097,1870,118,80,511,511,5,5.0,2025-05-25 19:30:00,2025-05-25 20:30:00,Delivered,60.0,25,10,
7098,481,23,236,487,487,5,,2025-05-01 14:28:00,2025-05-01 15:21:00,Delivered,53.0,40,10,
7099,1000,55,253,596,596,2,12.0,2025-08-18 13:44:00,2025-08-18 14:34:00,Delivered,50.0,25,10,
7100,706,32,160,656,656,1,1.0,2025-10-17 13:26:00,2025-10-17 14:03:00,Delivered,37.0,0,10,
7101,403,16,62,186,186,2,5.0,2024-07-04 14:30:00,2024-07-04 14:56:00,Delivered,26.0,25,10,
7102,413,18,191,64,64,1,,2024-03-04 13:19:00,2024-03-04 13:48:00,Delivered,29.0,25,10,
7103,845,69,221,524,524,3,,2025-06-07 13:35:00,2025-06-07 14:05:00,Delivered,30.0,40,10,
7104,1930,106,269,669,669,5,,2025-10-30 17:57:00,2025-10-30 18:29:00,Delivered,32.0,40,10,
7105,1722,120,99,662,662,2,,2025-10-23 13:33:00,2025-10-23 13:56:00,Delivered,23.0,25,10,
7106,780,41,261,5,5,2,,2024-01-05 16:06:00,2024-01-05 16:36:00,Delivered,30.0,25,10,
7107,373,17,213,226,226,4,6.0,2024-08-13 22:26:00,2024-08-13 22:51:00,Delivered,25.0,25,10,
7108,738,31,251,46,46,1,,2024-02-15 21:19:00,2024-02-15 21:41:00,Delivered,22.0,0,10,
7109,199,27,196,591,591,4,11.0,2025-08-13 14:03:00,2025-08-13 14:35:00,Delivered,32.0,0,10,
7110,1009,50,192,400,400,4,,2025-02-03 14:07:00,2025-02-03 14:37:00,Delivered,30.0,0,10,
7111,868,60,107,370,370,4,3.0,2025-01-04 21:06:00,2025-01-04 21:36:00,Delivered,30.0,60,10,
7112,1922,103,239,295,295,5,,2024-10-21 09:29:00,2024-10-21 10:23:00,Delivered,54.0,40,10,
7113,319,29,46,535,535,5,,2025-06-18 21:16:00,,Cancelled,,40,10,Payment Failed
7114,1512,99,35,528,528,2,12.0,2025-06-11 16:15:00,2025-06-11 17:08:00,Delivered,53.0,25,10,
7115,610,45,150,158,158,4,10.0,2024-06-06 19:45:00,2024-06-06 20:20:00,Delivered,35.0,25,10,
7116,1349,90,51,347,347,3,,2024-12-12 13:03:00,2024-12-12 13:29:00,Delivered,26.0,40,10,
7117,1058,59,144,300,300,4,,2024-10-26 14:43:00,2024-10-26 15:03:00,Delivered,20.0,25,10,
7118,1192,62,52,154,154,3,,2024-06-02 08:10:00,2024-06-02 08:40:00,Delivered,30.0,40,10,
7119,49,7,196,408,408,4,1.0,2025-02-11 21:36:00,2025-02-11 22:26:00,Delivered,50.0,0,10,
7120,1635,99,223,356,356,3,,2024-12-21 17:45:00,2024-12-21 18:37:00,Delivered,52.0,25,10,
7121,183,14,262,129,129,2,,2024-05-08 19:01:00,2024-05-08 19:45:00,Delivered,44.0,25,10,
7122,1881,104,27,543,543,3,,2025-06-26 16:52:00,,Cancelled,,25,10,Customer Cancelled
7123,88,9,83,416,416,3,,2025-02-19 21:48:00,2025-02-19 22:33:00,Delivered,45.0,40,10,
7124,1635,99,245,141,141,2,8.0,2024-05-20 13:59:00,2024-05-20 14:47:00,Delivered,48.0,25,10,
7125,1703,103,226,586,586,5,6.0,2025-08-08 19:14:00,2025-08-08 19:37:00,Delivered,23.0,40,10,
7126,775,44,152,718,718,5,,2025-12-18 09:59:00,2025-12-18 10:59:00,Delivered,60.0,25,10,
7127,681,31,8,278,278,5,,2024-10-04 16:17:00,2024-10-04 17:16:00,Delivered,59.0,25,10,
7128,432,27,4,673,673,4,,2025-11-03 12:34:00,2025-11-03 12:55:00,Delivered,21.0,40,10,
7129,1064,57,107,554,554,5,,2025-07-07 19:54:00,2025-07-07 20:54:00,Delivered,60.0,0,10,
7130,731,36,251,125,125,3,8.0,2024-05-04 22:19:00,2024-05-04 23:05:00,Delivered,46.0,40,10,
7131,1822,105,286,492,492,3,,2025-05-06 13:19:00,,Cancelled,,0,10,Rider Unavailable
7132,1027,62,98,312,312,1,,2024-11-07 14:45:00,2024-11-07 15:06:00,Delivered,21.0,40,10,
7133,1846,110,68,573,573,3,,2025-07-26 22:37:00,2025-07-26 23:22:00,Delivered,45.0,25,10,
7134,546,43,185,4,4,5,,2024-01-04 22:08:00,2024-01-04 22:57:00,Delivered,49.0,40,10,
7135,1617,97,101,32,32,4,,2024-02-01 14:34:00,,Cancelled,,40,10,Payment Failed
7136,952,52,288,61,61,1,,2024-03-01 22:41:00,2024-03-01 23:29:00,Delivered,48.0,40,10,
7137,1455,80,119,142,142,3,,2024-05-21 19:41:00,2024-05-21 20:36:00,Delivered,55.0,25,10,
7138,1188,70,219,7,7,4,,2024-01-07 22:08:00,2024-01-07 23:05:00,Delivered,57.0,40,10,
7139,1492,80,235,217,217,1,8.0,2024-08-04 08:45:00,2024-08-04 09:34:00,Delivered,49.0,0,10,
7140,1606,95,157,730,730,2,,2025-12-30 17:06:00,2025-12-30 18:06:00,Delivered,60.0,40,10,
7141,1633,101,11,30,30,4,,2024-01-30 13:42:00,2024-01-30 14:05:00,Delivered,23.0,25,10,
7142,1869,104,56,276,276,2,10.0,2024-10-02 21:56:00,2024-10-02 22:30:00,Delivered,34.0,60,10,
7143,962,61,154,710,710,1,8.0,2025-12-10 14:53:00,,Cancelled,,25,10,Customer Cancelled
7144,3,8,257,255,255,2,5.0,2024-09-11 12:56:00,2024-09-11 13:24:00,Delivered,28.0,0,10,
7145,1168,54,36,470,470,2,,2025-04-14 22:27:00,2025-04-14 23:03:00,Delivered,36.0,40,10,
7146,1902,111,275,54,54,2,5.0,2024-02-23 12:26:00,2024-02-23 12:57:00,Delivered,31.0,25,10,
7147,1869,104,56,615,615,1,,2025-09-06 10:05:00,2025-09-06 10:48:00,Delivered,43.0,0,10,
7148,1033,70,283,487,487,2,,2025-05-01 12:31:00,2025-05-01 12:57:00,Delivered,26.0,40,10,
7149,1377,84,119,397,397,2,8.0,2025-01-31 13:37:00,,Cancelled,,0,10,Restaurant Closed
7150,454,6,231,374,374,1,,2025-01-08 12:01:00,2025-01-08 12:55:00,Delivered,54.0,25,10,
7151,924,50,224,689,689,5,,2025-11-19 20:53:00,2025-11-19 21:26:00,Delivered,33.0,0,10,
7152,655,43,57,253,253,2,,2024-09-09 14:27:00,2024-09-09 15:19:00,Delivered,52.0,25,10,
7153,1711,120,222,199,199,5,,2024-07-17 13:13:00,2024-07-17 13:33:00,Delivered,20.0,25,10,
7154,965,54,36,154,154,2,,2024-06-02 14:47:00,2024-06-02 15:29:00,Delivered,42.0,60,10,
7155,1701,114,130,37,37,1,,2024-02-06 20:40:00,2024-02-06 21:20:00,Delivered,40.0,0,10,
7156,447,14,69,556,556,5,,2025-07-09 17:17:00,2025-07-09 18:07:00,Delivered,50.0,40,10,
7157,1404,83,188,93,93,1,12.0,2024-04-02 12:16:00,2024-04-02 12:55:00,Delivered,39.0,25,10,
7158,202,28,271,183,183,1,,2024-07-01 12:06:00,2024-07-01 12:51:00,Delivered,45.0,25,10,
7159,524,47,291,441,441,4,1.0,2025-03-16 20:31:00,2025-03-16 21:17:00,Delivered,46.0,40,10,
7160,1995,105,286,712,712,2,,2025-12-12 20:01:00,2025-12-12 21:01:00,Delivered,60.0,40,10,
7161,1569,101,193,731,731,1,,2025-12-31 21:04:00,2025-12-31 21:51:00,Delivered,47.0,40,10,
7162,1128,69,87,106,106,3,,2024-04-15 21:22:00,2024-04-15 21:57:00,Delivered,35.0,40,10,
7163,1227,75,104,89,89,2,,2024-03-29 12:01:00,2024-03-29 12:59:00,Delivered,58.0,40,10,
7164,1469,85,120,331,331,2,,2024-11-26 22:06:00,2024-11-26 22:54:00,Delivered,48.0,25,10,
7165,1089,50,3,487,487,2,2.0,2025-05-01 07:19:00,2025-05-01 07:56:00,Delivered,37.0,25,10,
7166,1769,109,218,72,72,4,5.0,2024-03-12 08:38:00,2024-03-12 09:36:00,Delivered,58.0,25,10,
7167,128,14,271,159,159,3,,2024-06-07 19:22:00,2024-06-07 19:55:00,Delivered,33.0,25,10,
7168,1171,55,288,308,308,2,,2024-11-03 07:32:00,2024-11-03 08:13:00,Delivered,41.0,25,10,
7169,1145,56,208,29,29,5,,2024-01-29 12:36:00,2024-01-29 12:58:00,Delivered,22.0,25,10,
7170,1055,55,288,339,339,3,,2024-12-04 22:39:00,2024-12-04 23:22:00,Delivered,43.0,60,10,
7171,1790,120,222,303,303,1,,2024-10-29 10:07:00,2024-10-29 11:03:00,Delivered,56.0,60,10,
7172,1065,72,246,193,193,3,3.0,2024-07-11 22:04:00,2024-07-11 22:25:00,Delivered,21.0,40,10,
7173,1772,103,112,425,425,5,,2025-02-28 22:07:00,2025-02-28 22:49:00,Delivered,42.0,25,10,
7174,805,50,224,511,511,3,,2025-05-25 13:09:00,2025-05-25 14:07:00,Delivered,58.0,25,10,
7175,706,33,150,715,715,4,,2025-12-15 20:19:00,2025-12-15 21:06:00,Delivered,47.0,40,10,
7176,1198,62,117,324,324,4,11.0,2024-11-19 22:17:00,2024-11-19 23:07:00,Delivered,50.0,25,10,
7177,216,6,231,658,658,5,,2025-10-19 13:36:00,2025-10-19 14:15:00,Delivered,39.0,60,10,
7178,197,29,191,403,403,1,,2025-02-06 21:22:00,2025-02-06 21:58:00,Delivered,36.0,25,10,
7179,1553,101,5,246,246,2,,2024-09-02 19:56:00,2024-09-02 20:16:00,Delivered,20.0,40,10,
7180,919,53,205,373,373,1,,2025-01-07 16:23:00,2025-01-07 17:18:00,Delivered,55.0,25,10,
7181,575,39,214,161,161,1,5.0,2024-06-09 13:57:00,2024-06-09 14:31:00,Delivered,34.0,0,10,
7182,1102,72,19,363,363,4,,2024-12-28 14:42:00,2024-12-28 15:11:00,Delivered,29.0,25,10,
7183,1492,80,7,78,78,4,4.0,2024-03-18 12:38:00,2024-03-18 13:24:00,Delivered,46.0,25,10,
7184,1789,103,105,325,325,4,,2024-11-20 22:55:00,2024-11-20 23:21:00,Delivered,26.0,40,10,
7185,1034,72,166,631,631,1,,2025-09-22 08:46:00,2025-09-22 09:22:00,Delivered,36.0,0,10,
7186,1971,116,151,239,239,3,6.0,2024-08-26 17:50:00,2024-08-26 18:15:00,Delivered,25.0,25,10,
7187,1589,95,153,252,252,1,3.0,2024-09-08 17:23:00,2024-09-08 18:10:00,Delivered,47.0,25,10,
7188,1103,62,142,581,581,5,,2025-08-03 14:11:00,2025-08-03 15:11:00,Delivered,60.0,0,10,
7189,1609,99,35,519,519,2,10.0,2025-06-02 17:52:00,2025-06-02 18:21:00,Delivered,29.0,0,10,
7190,1080,68,293,623,623,5,3.0,2025-09-14 13:58:00,2025-09-14 14:39:00,Delivered,41.0,0,10,
7191,1863,120,99,234,234,3,,2024-08-21 13:16:00,2024-08-21 14:07:00,Delivered,51.0,25,10,
7192,69,10,102,576,576,3,,2025-07-29 21:29:00,2025-07-29 21:58:00,Delivered,29.0,25,10,
7193,1268,73,161,54,54,2,,2024-02-23 13:51:00,2024-02-23 14:21:00,Delivered,30.0,25,10,
7194,1927,114,167,619,619,2,,2025-09-10 20:55:00,2025-09-10 21:23:00,Delivered,28.0,40,10,
7195,1543,100,281,669,669,3,,2025-10-30 19:02:00,2025-10-30 19:56:00,Delivered,54.0,40,10,
7196,75,30,69,335,335,3,,2024-11-30 19:39:00,2024-11-30 20:06:00,Delivered,27.0,25,10,
7197,1607,97,106,111,111,1,,2024-04-20 09:23:00,2024-04-20 10:15:00,Delivered,52.0,40,10,
7198,242,23,96,294,294,5,9.0,2024-10-20 09:19:00,2024-10-20 09:58:00,Delivered,39.0,40,10,
7199,697,31,71,89,89,3,,2024-03-29 13:16:00,2024-03-29 14:10:00,Delivered,54.0,40,10,
7200,1327,79,285,190,190,2,1.0,2024-07-08 22:53:00,2024-07-08 23:13:00,Delivered,20.0,25,10,
7201,391,12,203,408,408,3,,2025-02-11 20:21:00,2025-02-11 20:43:00,Delivered,22.0,40,10,
7202,262,21,14,224,224,5,,2024-08-11 13:08:00,2024-08-11 13:54:00,Delivered,46.0,25,10,
7203,1074,50,289,420,420,4,,2025-02-23 13:07:00,2025-02-23 13:57:00,Delivered,50.0,25,10,
7204,1163,71,268,343,343,3,,2024-12-08 19:04:00,2024-12-08 19:51:00,Delivered,47.0,0,10,
7205,780,46,175,96,96,2,,2024-04-05 07:29:00,2024-04-05 07:56:00,Delivered,27.0,40,10,
7206,1083,68,36,130,130,4,,2024-05-09 13:18:00,2024-05-09 13:49:00,Delivered,31.0,40,10,
7207,1847,104,56,407,407,5,12.0,2025-02-10 12:47:00,2025-02-10 13:29:00,Delivered,42.0,25,10,
7208,24,30,170,137,137,5,,2024-05-16 14:34:00,2024-05-16 15:15:00,Delivered,41.0,40,10,
7209,1099,69,87,380,380,1,,2025-01-14 20:36:00,2025-01-14 21:16:00,Delivered,40.0,25,10,
7210,656,32,265,522,522,2,,2025-06-05 12:38:00,2025-06-05 13:25:00,Delivered,47.0,60,10,
7211,1595,100,281,467,467,5,8.0,2025-04-11 13:55:00,2025-04-11 14:17:00,Delivered,22.0,25,10,
7212,1629,91,115,47,47,2,,2024-02-16 12:02:00,2024-02-16 12:39:00,Delivered,37.0,25,10,
7213,225,13,37,243,243,3,,2024-08-30 08:17:00,2024-08-30 08:58:00,Delivered,41.0,60,10,
7214,1837,120,99,514,514,1,3.0,2025-05-28 09:03:00,2025-05-28 09:39:00,Delivered,36.0,25,10,
7215,701,43,256,79,79,3,,2024-03-19 08:29:00,2024-03-19 09:29:00,Delivered,60.0,25,10,
7216,95,20,9,392,392,5,,2025-01-26 21:14:00,2025-01-26 21:52:00,Delivered,38.0,60,10,
7217,1292,73,229,580,580,2,6.0,2025-08-02 13:27:00,2025-08-02 14:20:00,Delivered,53.0,25,10,
7218,38,15,83,354,354,2,9.0,2024-12-19 20:59:00,2024-12-19 21:26:00,Delivered,27.0,60,10,
7219,1881,109,155,658,658,3,,2025-10-19 10:21:00,2025-10-19 10:41:00,Delivered,20.0,25,10,
7220,658,46,58,558,558,3,1.0,2025-07-11 19:09:00,2025-07-11 19:31:00,Delivered,22.0,25,10,
7221,1709,111,55,494,494,3,,2025-05-08 07:45:00,2025-05-08 08:37:00,Delivered,52.0,60,10,
7222,186,20,182,659,659,1,8.0,2025-10-20 21:58:00,2025-10-20 22:58:00,Delivered,60.0,40,10,
7223,419,10,93,713,713,1,10.0,2025-12-13 12:03:00,,Cancelled,,25,10,Restaurant Closed
7224,1614,102,195,368,368,5,6.0,2025-01-02 20:51:00,2025-01-02 21:39:00,Delivered,48.0,40,10,
7225,1908,106,76,515,515,4,7.0,2025-05-29 08:45:00,2025-05-29 09:41:00,Delivered,56.0,40,10,
7226,905,69,202,26,26,2,,2024-01-26 16:04:00,2024-01-26 16:49:00,Delivered,45.0,40,10,
7227,1343,79,296,166,166,1,,2024-06-14 22:40:00,2024-06-14 23:30:00,Delivered,50.0,60,10,
7228,1312,74,235,710,710,4,,2025-12-10 22:08:00,2025-12-10 22:28:00,Delivered,20.0,0,10,
7229,979,52,147,148,148,2,,2024-05-27 08:00:00,,Cancelled,,25,10,Restaurant Closed
7230,292,8,257,579,579,1,,2025-08-01 12:48:00,2025-08-01 13:25:00,Delivered,37.0,25,10,
7231,237,29,93,571,571,3,,2025-07-24 14:08:00,2025-07-24 14:40:00,Delivered,32.0,25,10,
7232,1374,85,120,283,283,4,,2024-10-09 19:45:00,2024-10-09 20:07:00,Delivered,22.0,25,10,
7233,60,9,34,715,715,2,,2025-12-15 12:20:00,2025-12-15 12:58:00,Delivered,38.0,60,10,
7234,1143,58,29,405,405,5,7.0,2025-02-08 21:26:00,2025-02-08 22:18:00,Delivered,52.0,25,10,
7235,597,38,228,592,592,5,1.0,2025-08-14 21:26:00,2025-08-14 21:55:00,Delivered,29.0,25,10,
7236,700,36,86,356,356,1,5.0,2024-12-21 10:20:00,2024-12-21 10:50:00,Delivered,30.0,25,10,
7237,1346,74,159,448,448,4,9.0,2025-03-23 21:49:00,2025-03-23 22:31:00,Delivered,42.0,40,10,
7238,580,47,78,164,164,2,,2024-06-12 13:19:00,2024-06-12 13:40:00,Delivered,21.0,40,10,
7239,675,44,71,270,270,2,2.0,2024-09-26 17:10:00,2024-09-26 17:30:00,Delivered,20.0,25,10,
7240,1957,118,17,700,700,5,,2025-11-30 14:06:00,2025-11-30 14:36:00,Delivered,30.0,25,10,
7241,1627,97,48,54,54,1,,2024-02-23 12:57:00,2024-02-23 13:55:00,Delivered,58.0,0,10,
7242,1819,120,136,328,328,4,,2024-11-23 22:38:00,2024-11-23 23:37:00,Delivered,59.0,40,10,
7243,1882,120,136,691,691,2,,2025-11-21 10:13:00,2025-11-21 10:39:00,Delivered,26.0,25,10,
7244,1469,85,194,280,280,3,6.0,2024-10-06 14:12:00,2024-10-06 14:49:00,Delivered,37.0,40,10,
7245,1564,99,200,206,206,4,,2024-07-24 14:26:00,2024-07-24 15:13:00,Delivered,47.0,25,10,
7246,236,12,203,246,246,5,1.0,2024-09-02 14:37:00,2024-09-02 15:16:00,Delivered,39.0,25,10,
7247,586,38,78,702,702,3,3.0,2025-12-02 12:53:00,2025-12-02 13:15:00,Delivered,22.0,25,10,
7248,1088,49,131,24,24,5,,2024-01-24 13:39:00,2024-01-24 14:07:00,Delivered,28.0,40,10,
7249,1969,108,198,489,489,2,,2025-05-03 19:23:00,2025-05-03 19:49:00,Delivered,26.0,40,10,
7250,1460,85,242,287,287,1,,2024-10-13 20:32:00,2024-10-13 21:09:00,Delivered,37.0,60,10,
7251,143,13,140,231,231,4,,2024-08-18 13:39:00,2024-08-18 14:18:00,Delivered,39.0,60,10,
7252,1139,66,202,649,649,4,,2025-10-10 12:35:00,2025-10-10 13:30:00,Delivered,55.0,25,10,
7253,791,32,77,668,668,5,,2025-10-29 16:39:00,2025-10-29 17:05:00,Delivered,26.0,25,10,
7254,1645,102,30,609,609,5,,2025-08-31 13:26:00,2025-08-31 13:58:00,Delivered,32.0,25,10,
7255,1890,104,27,146,146,1,,2024-05-25 13:21:00,2024-05-25 14:02:00,Delivered,41.0,25,10,
7256,1738,120,184,353,353,1,10.0,2024-12-18 21:48:00,2024-12-18 22:38:00,Delivered,50.0,25,10,
7257,1645,102,176,645,645,4,,2025-10-06 14:33:00,2025-10-06 15:13:00,Delivered,40.0,60,10,
7258,1293,78,18,285,285,1,,2024-10-11 17:43:00,2024-10-11 18:43:00,Delivered,60.0,25,10,
7259,1763,110,234,356,356,5,,2024-12-21 12:39:00,2024-12-21 13:17:00,Delivered,38.0,0,10,
7260,1751,118,212,595,595,5,3.0,2025-08-17 12:28:00,2025-08-17 13:12:00,Delivered,44.0,40,10,
7261,676,43,92,13,13,4,,2024-01-13 07:35:00,2024-01-13 08:18:00,Delivered,43.0,25,10,
7262,24,28,62,261,261,2,,2024-09-17 12:35:00,2024-09-17 13:17:00,Delivered,42.0,25,10,
7263,534,36,298,430,430,2,,2025-03-05 13:28:00,2025-03-05 14:07:00,Delivered,39.0,25,10,
7264,1515,96,30,81,81,1,,2024-03-21 14:34:00,2024-03-21 15:22:00,Delivered,48.0,25,10,
7265,1419,82,138,175,175,1,3.0,2024-06-23 20:06:00,2024-06-23 20:53:00,Delivered,47.0,25,10,
7266,1714,111,275,513,513,5,,2025-05-27 20:58:00,2025-05-27 21:33:00,Delivered,35.0,25,10,
7267,810,59,141,78,78,3,4.0,2024-03-18 12:55:00,,Cancelled,,40,10,Rider Unavailable
7268,1284,82,188,180,180,2,,2024-06-28 17:18:00,2024-06-28 18:12:00,Delivered,54.0,0,10,
7269,159,10,158,603,603,5,1.0,2025-08-25 13:56:00,2025-08-25 14:17:00,Delivered,21.0,60,10,
7270,1798,112,267,567,567,3,,2025-07-20 12:14:00,2025-07-20 12:47:00,Delivered,33.0,40,10,
7271,531,42,85,582,582,4,,2025-08-04 14:16:00,2025-08-04 15:11:00,Delivered,55.0,25,10,
7272,543,36,8,195,195,5,,2024-07-13 13:21:00,2024-07-13 13:53:00,Delivered,32.0,40,10,
7273,1225,89,235,314,314,4,10.0,2024-11-09 19:04:00,2024-11-09 19:53:00,Delivered,49.0,25,10,
7274,414,10,100,16,16,3,,2024-01-16 20:45:00,2024-01-16 21:37:00,Delivered,52.0,40,10,
7275,1747,105,68,273,273,4,,2024-09-29 21:30:00,2024-09-29 21:54:00,Delivered,24.0,40,10,
7276,875,56,268,679,679,1,,2025-11-09 20:19:00,2025-11-09 21:17:00,Delivered,58.0,25,10,
7277,1939,120,99,14,14,5,,2024-01-14 19:29:00,2024-01-14 20:10:00,Delivered,41.0,25,10,
7278,1177,62,98,680,680,1,,2025-11-10 21:01:00,2025-11-10 21:58:00,Delivered,57.0,40,10,
7279,1900,111,197,47,47,2,,2024-02-16 19:03:00,2024-02-16 19:49:00,Delivered,46.0,60,10,
7280,1642,100,249,284,284,5,,2024-10-10 19:39:00,2024-10-10 20:06:00,Delivered,27.0,40,10,
7281,1036,72,52,565,565,3,,2025-07-18 20:57:00,2025-07-18 21:35:00,Delivered,38.0,60,10,
7282,1529,94,240,460,460,3,,2025-04-04 21:28:00,2025-04-04 21:53:00,Delivered,25.0,25,10,
7283,58,8,244,586,586,3,,2025-08-08 13:11:00,2025-08-08 14:05:00,Delivered,54.0,25,10,
7284,940,55,147,609,609,5,,2025-08-31 07:40:00,2025-08-31 08:21:00,Delivered,41.0,0,10,
7285,1476,76,122,123,123,2,,2024-05-02 10:57:00,2024-05-02 11:47:00,Delivered,50.0,0,10,
7286,513,36,71,367,367,5,,2025-01-01 12:15:00,2025-01-01 12:59:00,Delivered,44.0,25,10,
7287,982,65,219,140,140,2,10.0,2024-05-19 14:35:00,,Cancelled,,40,10,Rider Unavailable
7288,1222,83,122,44,44,1,11.0,2024-02-13 07:06:00,2024-02-13 07:44:00,Delivered,38.0,25,10,
7289,1358,87,274,550,550,5,,2025-07-03 12:28:00,2025-07-03 13:04:00,Delivered,36.0,40,10,
7290,769,37,58,167,167,1,,2024-06-15 09:37:00,2024-06-15 10:28:00,Delivered,51.0,0,10,
7291,1395,83,273,273,273,4,,2024-09-29 21:50:00,2024-09-29 22:22:00,Delivered,32.0,0,10,
7292,1984,115,2,646,646,4,6.0,2025-10-07 21:26:00,2025-10-07 21:47:00,Delivered,21.0,0,10,
7293,551,43,185,309,309,3,,2024-11-04 20:55:00,2024-11-04 21:38:00,Delivered,43.0,40,10,
7294,37,4,34,485,485,5,,2025-04-29 17:40:00,2025-04-29 18:07:00,Delivered,27.0,25,10,
7295,1935,111,294,42,42,5,,2024-02-11 12:25:00,,Cancelled,,25,10,Rider Unavailable
7296,1074,50,3,495,495,4,,2025-05-09 19:44:00,2025-05-09 20:19:00,Delivered,35.0,40,10,
7297,1963,117,269,122,122,1,2.0,2024-05-01 12:28:00,2024-05-01 13:12:00,Delivered,44.0,25,10,
7298,1626,99,16,485,485,1,,2025-04-29 22:57:00,2025-04-29 23:23:00,Delivered,26.0,0,10,
