order_item_id,order_id,menu_item_id,quantity,unit_price,line_total
83033,33196,2517,1,235,235
83034,33196,2536,1,298,298
83035,33196,2514,1,252,252
83036,33196,2535,1,205,205
83037,33197,148,2,517,1034
83038,33197,150,2,124,248
83039,33197,147,1,350,350
83040,33198,2578,1,122,122
83041,33198,2585,3,246,738
83042,33198,2576,2,243,486
83043,33199,2229,1,325,325
83044,33199,2230,1,123,123
83045,33200,1460,1,412,412
83046,33201,2635,3,109,327
83047,33201,2633,1,318,318
83048,33201,2638,1,211,211
83049,33201,2626,1,217,217
83050,33202,1776,1,466,466
83051,33202,1756,1,331,331
83052,33202,1749,1,155,155
83053,33203,2232,1,327,327
83054,33204,1176,1,237,237
83055,33204,1177,1,174,174
83056,33204,1179,1,247,247
83057,33204,1183,1,227,227
83058,33205,2508,1,297,297
83059,33205,2477,1,701,701
83060,33205,2480,2,490,980
83061,33206,279,2,675,1350
83062,33206,288,1,644,644
83063,33206,255,1,310,310
83064,33207,1645,1,59,59
83065,33207,1632,1,240,240
83066,33208,1028,1,290,290
83067,33208,1022,1,158,158
83068,33208,1011,1,223,223
83069,33208,1012,1,141,141
83070,33209,1130,1,174,174
83071,33209,1126,1,272,272
83072,33210,1639,1,121,121
83073,33210,1635,1,199,199
83074,33211,337,1,472,472
83075,33211,328,1,344,344
83076,33212,2706,1,271,271
83077,33212,2719,1,79,79
83078,33213,130,2,141,282
83079,33213,126,1,60,60
83080,33214,2752,1,249,249
83081,33214,2771,3,141,423
83082,33215,2225,2,136,272
83083,33216,230,2,119,238
83084,33216,226,1,74,74
83085,33216,235,1,257,257
83086,33217,925,1,386,386
83087,33217,937,2,164,328
83088,33218,1895,1,488,488
83089,33218,1902,1,261,261
83090,33219,1685,2,192,384
83091,33219,1676,2,203,406
83092,33220,1669,1,181,181
83093,33220,1647,2,242,484
83094,33220,1650,1,78,78
83095,33221,1646,1,98,98
83096,33222,682,1,258,258
83097,33222,693,2,121,242
83098,33223,634,1,105,105
83099,33223,638,1,220,220
83100,33223,636,3,140,420
83101,33224,2736,1,248,248
83102,33224,2739,2,129,258
83103,33225,154,3,102,306
83104,33225,142,1,427,427
83105,33225,159,3,502,1506
83106,33226,387,1,185,185
83107,33226,397,1,311,311
83108,33227,1619,2,142,284
83109,33227,1628,1,178,178
83110,33227,1635,1,199,199
83111,33227,1638,2,143,286
83112,33228,1287,1,281,281
83113,33228,1302,1,260,260
83114,33228,1303,1,112,112
83115,33229,3124,2,108,216
83116,33229,3131,1,205,205
83117,33229,3129,1,197,197
83118,33229,3126,1,155,155
83119,33229,3132,1,190,190
83120,33230,2784,1,83,83
83121,33230,2773,1,115,115
83122,33230,2788,1,364,364
83123,33230,2781,1,109,109
83124,33231,2727,2,94,188
83125,33231,2720,1,239,239
83126,33232,921,1,270,270
83127,33232,929,1,263,263
83128,33233,2033,1,171,171
83129,33233,2026,1,234,234
83130,33233,2036,1,184,184
83131,33234,2674,1,262,262
83132,33234,2695,1,251,251
83133,33235,1514,1,100,100
83134,33235,1512,3,140,420
83135,33235,1517,1,175,175
83136,33235,1527,2,380,760
83137,33236,1237,1,122,122
83138,33236,1231,2,187,374
83139,33236,1238,1,372,372
83140,33237,1471,1,157,157
83141,33237,1459,1,225,225
83142,33237,1475,1,417,417
83143,33237,1478,1,432,432
83144,33238,2864,1,140,140
83145,33239,2640,1,252,252
83146,33240,2316,3,196,588
83147,33240,2325,2,161,322
83148,33241,874,3,226,678
83149,33241,879,2,131,262
83150,33241,865,1,295,295
83151,33241,882,1,315,315
83152,33242,2854,2,196,392
83153,33243,1139,2,269,538
83154,33243,1137,3,317,951
83155,33244,1307,1,288,288
83156,33244,1316,1,123,123
83157,33244,1321,1,149,149
83158,33245,2246,2,101,202
83159,33245,2253,1,235,235
83160,33246,1018,1,237,237
83161,33246,1010,2,207,414
83162,33246,1030,1,285,285
83163,33246,1008,1,386,386
83164,33247,862,1,161,161
83165,33247,843,1,196,196
83166,33247,855,1,114,114
83167,33248,1787,1,322,322
83168,33248,1780,1,177,177
83169,33248,1779,2,347,694
83170,33249,3061,2,343,686
83171,33249,3055,1,117,117
83172,33249,3039,1,451,451
83173,33249,3041,2,68,136
83174,33250,1161,1,214,214
83175,33251,1346,1,393,393
83176,33251,1330,1,117,117
83177,33251,1340,1,407,407
83178,33252,850,1,265,265
83179,33253,1007,1,274,274
83180,33253,1029,1,107,107
83181,33253,1014,1,344,344
83182,33253,1002,1,181,181
83183,33253,1005,1,146,146
83184,33254,2384,1,274,274
83185,33254,2371,1,208,208
83186,33254,2383,3,158,474
83187,33254,2382,1,227,227
83188,33255,2277,3,170,510
83189,33256,2304,1,155,155
83190,33256,2294,1,311,311
83191,33257,513,1,231,231
83192,33257,489,2,135,270
83193,33257,490,1,469,469
83194,33258,2236,1,390,390
83195,33258,2232,1,327,327
83196,33259,2139,1,276,276
83197,33260,2323,3,130,390
83198,33261,1716,1,164,164
83199,33261,1717,2,91,182
83200,33261,1732,1,358,358
83201,33261,1729,1,97,97
83202,33261,1727,1,158,158
83203,33262,90,1,61,61
83204,33263,2607,1,251,251
83205,33264,1610,1,238,238
83206,33264,1613,1,116,116
83207,33264,1612,1,433,433
83208,33264,1618,1,110,110
83209,33265,338,1,255,255
83210,33265,326,3,129,387
83211,33265,334,1,99,99
83212,33265,335,1,478,478
83213,33266,1328,1,318,318
83214,33266,1331,1,248,248
83215,33266,1334,1,244,244
83216,33266,1341,1,358,358
83217,33267,995,1,263,263
83218,33267,983,1,504,504
83219,33267,987,1,689,689
83220,33268,3137,1,221,221
83221,33268,3119,2,88,176
83222,33268,3135,1,212,212
83223,33269,3132,1,190,190
83224,33269,3137,1,221,221
83225,33269,3127,1,163,163
83226,33270,2683,1,179,179
83227,33270,2676,2,50,100
83228,33271,2702,1,206,206
83229,33271,2687,1,316,316
83230,33272,1564,1,220,220
83231,33272,1574,2,218,436
83232,33272,1573,1,155,155
83233,33273,2261,2,125,250
83234,33273,2260,1,318,318
83235,33273,2246,1,101,101
83236,33274,2548,1,205,205
83237,33275,1650,1,78,78
83238,33275,1671,1,113,113
83239,33275,1649,1,166,166
83240,33276,2126,1,148,148
83241,33276,2112,2,246,492
83242,33277,1173,2,160,320
83243,33277,1169,1,255,255
83244,33278,2363,1,131,131
83245,33278,2352,1,251,251
83246,33278,2360,1,242,242
83247,33278,2353,3,270,810
83248,33279,2579,1,301,301
83249,33280,1381,1,315,315
83250,33281,501,1,244,244
83251,33281,497,1,208,208
83252,33281,514,1,111,111
83253,33281,516,2,435,870
83254,33282,2455,1,286,286
83255,33283,745,1,75,75
83256,33283,772,1,113,113
83257,33284,787,1,328,328
83258,33284,774,1,378,378
83259,33284,775,1,204,204
83260,33285,2543,1,74,74
83261,33285,2540,1,253,253
83262,33285,2539,1,73,73
83263,33285,2556,3,269,807
83264,33286,2947,1,115,115
83265,33287,1233,2,100,200
83266,33287,1230,1,300,300
83267,33287,1234,1,134,134
83268,33287,1239,1,240,240
83269,33287,1242,1,234,234
83270,33288,1341,1,358,358
83271,33288,1345,1,223,223
83272,33289,227,3,115,345
83273,33290,3132,1,190,190
83274,33291,2271,3,459,1377
83275,33291,2280,1,582,582
83276,33291,2287,1,147,147
83277,33291,2267,3,520,1560
83278,33291,2281,1,384,384
83279,33292,1541,1,175,175
83280,33292,1532,2,57,114
83281,33292,1534,1,132,132
83282,33292,1538,1,137,137
83283,33293,3076,1,347,347
83284,33293,3078,3,146,438
83285,33294,1589,2,168,336
83286,33294,1581,1,143,143
83287,33294,1588,1,228,228
83288,33294,1587,1,122,122
83289,33295,2513,1,253,253
83290,33295,2531,1,132,132
83291,33295,2535,1,205,205
83292,33295,2526,1,149,149
83293,33296,502,1,258,258
83294,33296,489,1,135,135
83295,33296,505,2,327,654
83296,33297,2684,2,445,890
83297,33297,2668,1,370,370
83298,33297,2675,1,324,324
83299,33297,2699,1,428,428
83300,33297,2694,1,130,130
83301,33298,2269,2,231,462
83302,33298,2286,1,208,208
83303,33299,1711,3,192,576
83304,33300,887,1,191,191
83305,33300,863,1,277,277
83306,33300,875,1,174,174
83307,33300,877,2,240,480
83308,33301,2597,2,189,378
83309,33301,2611,1,447,447
83310,33301,2612,1,407,407
83311,33301,2613,1,289,289
83312,33302,1628,1,178,178
83313,33302,1621,2,74,148
83314,33302,1629,1,276,276
83315,33303,1623,1,177,177
83316,33303,1619,2,142,284
83317,33304,2691,1,389,389
83318,33304,2668,2,370,740
83319,33304,2664,1,253,253
83320,33305,2735,2,181,362
83321,33306,3022,1,780,780
83322,33306,3024,1,566,566
83323,33306,3000,1,177,177
83324,33307,1139,1,269,269
83325,33307,1136,1,434,434
83326,33307,1120,1,196,196
83327,33308,582,1,930,930
83328,33309,2443,1,463,463
83329,33310,322,1,538,538
83330,33311,2580,1,149,149
83331,33311,2564,2,167,334
83332,33312,663,2,140,280
83333,33312,669,1,211,211
83334,33312,662,1,171,171
83335,33312,666,1,181,181
83336,33313,160,1,94,94
83337,33313,147,1,350,350
83338,33313,141,1,401,401
83339,33314,1905,1,521,521
83340,33314,1885,3,309,927
83341,33314,1903,1,214,214
83342,33315,332,2,492,984
83343,33316,1209,1,183,183
83344,33316,1203,1,358,358
83345,33317,2539,1,73,73
83346,33317,2543,1,74,74
83347,33318,782,1,169,169
83348,33318,787,1,328,328
83349,33319,291,1,80,80
83350,33320,290,1,95,95
83351,33320,299,1,147,147
83352,33321,2562,1,180,180
83353,33322,2736,1,248,248
83354,33322,2741,1,263,263
83355,33323,428,2,308,616
83356,33323,440,1,250,250
83357,33324,2165,2,343,686
83358,33324,2157,1,89,89
83359,33325,2570,2,410,820
83360,33325,2573,1,214,214
83361,33326,2048,2,134,268
83362,33327,1879,1,178,178
83363,33327,1864,1,240,240
83364,33328,1058,1,212,212
83365,33328,1078,2,446,892
83366,33328,1077,1,230,230
83367,33328,1079,1,252,252
83368,33329,3075,1,408,408
83369,33329,3079,1,272,272
83370,33330,1851,1,147,147
83371,33331,144,2,152,304
83372,33331,157,2,261,522
83373,33332,1236,1,214,214
83374,33332,1240,3,537,1611
83375,33332,1234,2,134,268
83376,33332,1242,2,234,468
83377,33333,2932,1,152,152
83378,33334,360,1,351,351
83379,33335,1537,2,223,446
83380,33335,1535,1,128,128
83381,33335,1536,1,130,130
83382,33335,1545,1,213,213
83383,33336,169,2,292,584
83384,33336,175,1,138,138
83385,33337,1781,1,75,75
83386,33338,335,2,478,956
83387,33338,328,2,344,688
83388,33338,326,2,129,258
83389,33339,1892,3,155,465
83390,33339,1895,1,488,488
83391,33339,1890,1,207,207
83392,33339,1888,1,231,231
83393,33340,643,2,180,360
83394,33340,654,1,137,137
83395,33340,639,1,203,203
83396,33340,651,1,144,144
83397,33341,2227,1,120,120
83398,33342,1657,1,198,198
83399,33342,1670,1,276,276
83400,33343,1443,2,136,272
83401,33344,437,1,456,456
83402,33344,430,2,230,460
83403,33345,2587,1,158,158
83404,33346,1859,2,244,488
83405,33347,106,1,124,124
83406,33347,105,1,139,139
83407,33348,2544,1,362,362
83408,33349,2257,1,149,149
83409,33350,2275,1,256,256
83410,33350,2273,1,624,624
83411,33351,2272,2,640,1280
83412,33351,2283,2,96,192
83413,33351,2271,2,459,918
83414,33351,2285,1,99,99
83415,33352,1538,1,137,137
83416,33352,1547,2,117,234
83417,33353,2235,2,124,248
83418,33353,2234,2,75,150
83419,33353,2232,3,327,981
83420,33353,2231,2,479,958
83421,33354,318,1,115,115
83422,33354,337,1,472,472
83423,33354,324,1,140,140
83424,33354,332,1,492,492
83425,33354,334,1,99,99
83426,33355,2782,1,359,359
83427,33355,2775,1,60,60
83428,33355,2778,2,338,676
83429,33356,2500,1,283,283
83430,33356,2507,1,910,910
83431,33356,2485,3,447,1341
83432,33356,2471,2,324,648
83433,33357,1330,2,117,234
83434,33357,1335,3,406,1218
83435,33357,1340,1,407,407
83436,33357,1331,1,248,248
83437,33358,1290,2,326,652
83438,33358,1287,1,281,281
83439,33359,305,1,118,118
83440,33360,1014,1,344,344
83441,33360,1003,1,208,208
83442,33360,1005,1,146,146
83443,33361,2440,1,465,465
83444,33362,1007,1,274,274
83445,33362,1026,1,247,247
83446,33363,921,1,270,270
83447,33363,933,1,250,250
83448,33363,919,1,161,161
83449,33363,936,1,304,304
83450,33364,433,1,432,432
83451,33364,425,1,192,192
83452,33364,441,1,455,455
83453,33365,2970,1,131,131
83454,33365,2974,1,146,146
83455,33365,2975,1,208,208
83456,33366,536,1,219,219
83457,33366,523,3,113,339
83458,33366,526,1,109,109
83459,33367,1884,2,494,988
83460,33367,1891,2,308,616
83461,33368,1712,1,171,171
83462,33368,1711,1,192,192
83463,33369,860,1,187,187
83464,33370,2231,1,479,479
83465,33370,2232,3,327,981
83466,33371,1580,1,143,143
83467,33371,1588,1,228,228
83468,33371,1585,1,276,276
83469,33371,1584,1,213,213
83470,33371,1596,1,156,156
83471,33372,2576,1,243,243
83472,33372,2577,2,215,430
83473,33372,2564,1,167,167
83474,33373,5,1,175,175
83475,33373,15,3,201,603
83476,33373,16,1,106,106
83477,33374,2348,1,284,284
83478,33374,2346,1,413,413
83479,33374,2333,2,229,458
83480,33374,2326,1,367,367
83481,33375,3089,1,283,283
83482,33376,852,1,161,161
83483,33376,859,1,138,138
83484,33377,1296,1,119,119
83485,33377,1304,1,122,122
83486,33377,1288,1,268,268
83487,33377,1285,1,104,104
83488,33378,1238,2,372,744
83489,33378,1237,1,122,122
83490,33378,1240,1,537,537
83491,33379,1473,2,234,468
83492,33379,1475,1,417,417
83493,33380,2895,1,160,160
83494,33381,2410,1,306,306
83495,33381,2408,2,144,288
83496,33382,3024,1,566,566
83497,33382,3007,1,397,397
83498,33383,2903,2,150,300
83499,33383,2902,1,167,167
83500,33383,2899,1,148,148
83501,33384,2740,2,237,474
83502,33384,2744,1,263,263
83503,33384,2746,1,150,150
83504,33385,2873,1,378,378
83505,33385,2869,1,474,474
83506,33385,2872,1,129,129
83507,33386,1011,1,223,223
83508,33387,333,1,90,90
83509,33387,318,1,115,115
83510,33387,335,1,478,478
83511,33387,326,1,129,129
83512,33388,2593,1,319,319
83513,33388,2606,1,138,138
83514,33388,2603,1,204,204
83515,33388,2597,1,189,189
83516,33389,2420,1,197,197
83517,33389,2431,1,128,128
83518,33389,2428,2,86,172
83519,33389,2432,1,481,481
83520,33389,2418,1,72,72
83521,33390,920,1,116,116
83522,33390,932,1,348,348
83523,33391,329,2,143,286
83524,33392,760,1,404,404
83525,33392,761,1,258,258
83526,33393,411,1,139,139
83527,33393,408,1,152,152
83528,33393,412,1,294,294
83529,33394,2686,1,428,428
83530,33394,2680,2,322,644
83531,33395,290,1,95,95
83532,33395,292,1,67,67
83533,33395,301,1,197,197
83534,33396,2537,2,249,498
83535,33396,2519,2,122,244
83536,33397,905,1,199,199
83537,33397,916,1,129,129
83538,33398,2951,1,450,450
83539,33398,2960,1,291,291
83540,33399,3136,1,199,199
83541,33399,3125,2,199,398
83542,33399,3117,1,150,150
83543,33400,2151,2,289,578
83544,33400,2143,2,292,584
83545,33400,2152,1,216,216
83546,33401,2114,1,204,204
83547,33401,2120,1,281,281
83548,33401,2106,2,93,186
83549,33401,2107,1,73,73
83550,33402,2603,1,204,204
83551,33402,2609,3,185,555
83552,33403,1298,3,207,621
83553,33403,1296,1,119,119
83554,33404,872,2,192,384
83555,33405,1574,1,218,218
83556,33405,1558,1,253,253
83557,33406,1180,2,121,242
83558,33406,1176,2,237,474
83559,33407,1477,2,445,890
83560,33408,939,2,503,1006
83561,33408,959,1,351,351
83562,33408,950,1,656,656
83563,33409,1295,2,191,382
83564,33409,1304,3,122,366
83565,33410,2187,1,295,295
83566,33410,2180,2,300,600
83567,33410,2174,1,294,294
83568,33411,2932,1,152,152
83569,33411,2922,1,130,130
83570,33411,2929,1,348,348
83571,33411,2937,1,343,343
83572,33412,1003,1,208,208
83573,33412,1015,2,216,432
83574,33413,2229,1,325,325
83575,33414,2150,1,285,285
83576,33415,370,2,142,284
83577,33415,347,1,196,196
83578,33415,351,1,254,254
83579,33416,332,1,492,492
83580,33416,321,1,478,478
83581,33416,338,2,255,510
83582,33417,2952,2,200,400
83583,33418,1345,1,223,223
83584,33419,2624,1,70,70
83585,33419,2620,1,188,188
83586,33419,2622,1,253,253
83587,33420,2736,1,248,248
83588,33421,2111,1,210,210
83589,33421,2114,1,204,204
83590,33422,1842,1,133,133
83591,33422,1829,2,121,242
83592,33422,1831,1,180,180
83593,33423,337,1,472,472
83594,33423,329,2,143,286
83595,33424,2334,1,371,371
83596,33424,2341,2,230,460
83597,33424,2342,2,116,232
83598,33425,2869,1,474,474
83599,33425,2860,1,115,115
83600,33425,2863,2,456,912
83601,33426,2681,1,229,229
83602,33426,2695,1,251,251
83603,33427,1301,1,391,391
83604,33427,1289,1,184,184
83605,33427,1304,1,122,122
83606,33428,1201,1,202,202
83607,33428,1203,2,358,716
83608,33429,2629,1,165,165
83609,33429,2637,1,127,127
83610,33430,2399,2,355,710
83611,33430,2416,1,197,197
83612,33431,1322,1,185,185
83613,33432,3135,2,212,424
83614,33433,415,1,347,347
83615,33434,2695,2,251,502
83616,33434,2698,1,107,107
83617,33435,397,1,311,311
83618,33435,400,1,321,321
83619,33436,1328,1,318,318
83620,33436,1331,3,248,744
83621,33436,1345,1,223,223
83622,33437,2875,1,205,205
83623,33437,2858,1,230,230
83624,33437,2861,1,370,370
83625,33438,1707,2,134,268
83626,33438,1698,1,233,233
83627,33438,1705,1,275,275
83628,33439,2458,2,329,658
83629,33439,2455,1,286,286
83630,33439,2461,2,113,226
83631,33440,253,1,535,535
83632,33440,240,1,348,348
83633,33440,256,1,857,857
83634,33441,405,2,156,312
83635,33441,417,1,100,100
83636,33442,707,1,256,256
83637,33442,727,1,295,295
83638,33442,724,2,116,232
83639,33442,739,1,212,212
83640,33443,1657,1,198,198
83641,33443,1660,1,113,113
83642,33443,1663,1,143,143
83643,33444,3075,2,408,816
83644,33444,3078,1,146,146
83645,33444,3088,1,68,68
83646,33445,1458,1,282,282
83647,33445,1456,1,229,229
83648,33446,2233,1,118,118
83649,33446,2219,1,314,314
83650,33446,2234,1,75,75
83651,33447,2404,1,351,351
83652,33448,2786,2,109,218
83653,33448,2787,1,221,221
83654,33449,1739,1,117,117
83655,33449,1734,3,433,1299
83656,33450,2259,2,154,308
83657,33450,2262,1,73,73
83658,33450,2258,1,205,205
83659,33451,1025,1,144,144
83660,33452,915,1,141,141
83661,33453,1752,2,136,272
83662,33453,1761,2,353,706
83663,33453,1771,1,381,381
83664,33453,1753,1,360,360
83665,33454,1620,2,162,324
83666,33454,1639,2,121,242
83667,33455,1612,1,433,433
83668,33455,1617,2,372,744
83669,33456,1061,1,302,302
83670,33456,1074,1,477,477
83671,33456,1060,1,277,277
83672,33457,2979,1,288,288
83673,33457,2978,2,276,552
83674,33457,2980,1,228,228
83675,33457,2985,2,215,430
83676,33458,323,1,399,399
83677,33458,336,1,95,95
83678,33458,334,1,99,99
83679,33458,335,1,478,478
83680,33459,2088,2,246,492
83681,33459,2085,1,356,356
83682,33459,2096,1,326,326
83683,33460,1654,2,143,286
83684,33460,1661,1,267,267
83685,33461,1213,2,205,410
83686,33461,1216,2,246,492
83687,33461,1211,1,244,244
83688,33461,1219,2,181,362
83689,33461,1212,2,189,378
83690,33462,2682,2,150,300
83691,33462,2676,1,50,50
83692,33463,841,1,132,132
83693,33463,848,1,126,126
83694,33464,2550,1,147,147
83695,33465,974,1,255,255
83696,33465,971,1,385,385
83697,33466,834,1,238,238
83698,33466,816,1,175,175
83699,33467,1352,2,68,136
83700,33467,1361,2,151,302
83701,33467,1369,2,221,442
83702,33467,1374,1,274,274
83703,33468,2638,1,211,211
83704,33468,2639,1,154,154
83705,33468,2632,1,105,105
83706,33469,1465,2,329,658
83707,33469,1470,1,186,186
83708,33470,157,1,261,261
83709,33471,15,1,201,201
83710,33471,6,1,62,62
83711,33471,2,1,282,282
83712,33471,3,1,310,310
83713,33471,5,1,175,175
83714,33472,2284,1,134,134
83715,33472,2286,1,208,208
83716,33472,2278,1,437,437
83717,33472,2273,1,624,624
83718,33473,516,1,435,435
83719,33473,506,1,151,151
83720,33473,503,1,350,350
83721,33474,1178,1,142,142
83722,33475,1214,1,288,288
83723,33475,1224,1,154,154
83724,33475,1223,1,131,131
83725,33476,1459,1,225,225
83726,33476,1471,3,157,471
83727,33476,1474,1,363,363
83728,33477,3122,2,273,546
83729,33477,3131,1,205,205
83730,33477,3133,1,270,270
83731,33478,1405,1,160,160
83732,33478,1398,1,194,194
83733,33478,1387,1,343,343
83734,33478,1383,1,247,247
83735,33478,1378,2,156,312
83736,33479,313,1,178,178
83737,33479,307,2,234,468
83738,33480,1295,2,191,382
83739,33480,1292,2,198,396
83740,33481,420,2,244,488
83741,33481,407,1,134,134
83742,33481,414,1,236,236
83743,33481,406,2,115,230
83744,33482,1405,2,160,320
83745,33483,2229,2,325,650
83746,33483,2235,2,124,248
83747,33484,1291,1,365,365
83748,33485,35,3,176,528
83749,33486,2234,3,75,225
83750,33487,866,3,127,381
83751,33488,420,1,244,244
83752,33488,416,1,470,470
83753,33488,418,1,103,103
83754,33489,1476,1,142,142
83755,33489,1463,2,216,432
83756,33489,1471,1,157,157
83757,33489,1478,2,432,864
83758,33489,1467,1,250,250
83759,33490,2090,2,260,520
83760,33490,2089,1,416,416
83761,33491,2580,1,149,149
83762,33491,2573,1,214,214
83763,33492,2618,2,275,550
83764,33492,2599,1,67,67
83765,33493,961,3,313,939
83766,33494,1391,1,188,188
83767,33494,1403,1,153,153
83768,33495,2202,2,169,338
83769,33495,2198,1,279,279
83770,33495,2208,1,311,311
83771,33495,2205,1,247,247
83772,33495,2218,2,133,266
83773,33496,1238,1,372,372
83774,33496,1232,2,156,312
83775,33497,925,1,386,386
83776,33497,934,1,358,358
83777,33497,927,1,228,228
83778,33498,2086,1,177,177
83779,33498,2095,1,251,251
83780,33498,2081,1,257,257
83781,33499,951,1,148,148
83782,33499,938,1,517,517
83783,33499,952,2,307,614
83784,33500,3123,1,257,257
83785,33500,3130,1,116,116
83786,33500,3118,1,212,212
83787,33500,3119,1,88,88
83788,33501,424,1,153,153
83789,33501,433,1,432,432
83790,33502,2952,1,200,200
83791,33502,2956,3,66,198
83792,33502,2955,1,460,460
83793,33503,2269,2,231,462
83794,33503,2267,1,520,520
83795,33504,1950,1,138,138
83796,33504,1966,1,256,256
83797,33504,1964,1,191,191
83798,33505,759,2,129,258
83799,33505,755,2,91,182
83800,33506,2574,1,236,236
83801,33506,2566,1,335,335
83802,33506,2565,1,122,122
83803,33507,407,2,134,268
83804,33507,404,2,356,712
83805,33508,761,1,258,258
83806,33508,772,1,113,113
83807,33508,753,1,380,380
83808,33509,3083,2,445,890
83809,33509,3076,1,347,347
83810,33509,3070,1,158,158
83811,33509,3078,2,146,292
83812,33509,3081,1,118,118
83813,33510,1130,1,174,174
83814,33510,1125,3,243,729
83815,33510,1132,2,511,1022
83816,33511,2034,1,177,177
83817,33511,2031,1,177,177
83818,33512,2447,2,325,650
83819,33512,2452,1,87,87
83820,33513,1631,1,253,253
83821,33513,1634,1,146,146
83822,33513,1640,1,266,266
83823,33514,2979,1,288,288
83824,33514,2971,1,128,128
83825,33515,699,2,317,634
83826,33516,2772,2,236,472
83827,33517,350,3,295,885
83828,33517,359,1,281,281
83829,33517,346,1,157,157
83830,33517,362,1,456,456
83831,33517,353,1,279,279
83832,33518,1060,1,277,277
83833,33518,1063,2,436,872
83834,33519,2155,2,296,592
83835,33519,2153,2,166,332
83836,33520,439,2,356,712
83837,33520,431,1,125,125
83838,33520,427,1,153,153
83839,33521,2742,2,171,342
83840,33521,2737,2,128,256
83841,33521,2745,3,159,477
83842,33521,2746,2,150,300
83843,33521,2730,3,219,657
83844,33522,2169,1,218,218
83845,33523,39,1,192,192
83846,33523,33,1,269,269
83847,33524,1137,3,317,951
83848,33524,1138,1,230,230
83849,33525,440,1,250,250
83850,33525,422,2,326,652
83851,33525,433,2,432,864
83852,33525,442,2,170,340
83853,33526,1287,2,281,562
83854,33527,1227,1,169,169
83855,33527,1226,1,183,183
83856,33528,2800,1,189,189
83857,33528,2809,1,493,493
83858,33528,2792,1,270,270
83859,33528,2824,2,613,1226
83860,33529,2572,1,160,160
83861,33530,2037,3,242,726
83862,33530,2043,1,181,181
83863,33530,2049,2,690,1380
83864,33530,2050,1,216,216
83865,33530,2047,1,559,559
83866,33531,1119,1,482,482
83867,33531,1121,1,408,408
83868,33531,1141,3,380,1140
83869,33531,1118,1,218,218
83870,33532,1849,1,155,155
83871,33532,1850,1,280,280
83872,33533,530,1,86,86
83873,33533,535,2,234,468
83874,33533,536,1,219,219
83875,33533,529,1,52,52
83876,33533,534,1,138,138
83877,33534,764,1,345,345
83878,33534,772,1,113,113
83879,33534,771,2,305,610
83880,33534,753,2,380,760
83881,33535,2675,1,324,324
83882,33535,2702,1,206,206
83883,33536,2586,1,114,114
83884,33536,2571,1,331,331
83885,33536,2568,3,335,1005
83886,33537,2119,2,267,534
83887,33537,2127,1,129,129
83888,33537,2126,1,148,148
83889,33538,2475,2,336,672
83890,33538,2471,1,324,324
83891,33539,2950,1,336,336
83892,33539,2953,2,125,250
83893,33540,1774,1,425,425
83894,33540,1769,1,357,357
83895,33540,1748,1,166,166
83896,33540,1775,1,386,386
83897,33541,1330,1,117,117
83898,33542,2072,2,199,398
83899,33543,663,1,140,140
83900,33543,666,1,181,181
83901,33543,675,1,235,235
83902,33543,672,1,132,132
83903,33544,326,1,129,129
83904,33544,325,2,447,894
83905,33544,319,1,178,178
83906,33545,3083,3,445,1335
83907,33545,3074,1,247,247
83908,33545,3081,1,118,118
83909,33546,931,1,231,231
83910,33547,2844,1,202,202
83911,33548,1045,2,105,210
83912,33548,1038,1,103,103
83913,33549,632,1,277,277
83914,33549,625,2,235,470
83915,33550,1287,2,281,562
83916,33550,1288,1,268,268
83917,33550,1290,1,326,326
83918,33551,2880,1,132,132
83919,33551,2887,1,401,401
83920,33551,2891,2,197,394
83921,33551,2893,2,156,312
83922,33552,3132,1,190,190
83923,33552,3121,1,213,213
83924,33553,1365,1,116,116
83925,33553,1351,1,254,254
83926,33553,1372,2,96,192
83927,33554,1898,1,172,172
83928,33554,1906,3,318,954
83929,33555,1371,2,100,200
83930,33555,1354,1,187,187
83931,33555,1364,2,104,208
83932,33556,2613,1,289,289
83933,33556,2604,1,301,301
83934,33556,2590,1,235,235
83935,33557,2654,1,136,136
83936,33557,2649,1,124,124
83937,33558,1318,1,126,126
83938,33558,1320,3,170,510
83939,33559,1318,1,126,126
83940,33559,1319,1,226,226
83941,33559,1321,2,149,298
83942,33560,148,1,517,517
83943,33560,155,2,293,586
83944,33561,143,2,94,188
83945,33561,145,1,428,428
83946,33561,154,1,102,102
83947,33561,160,1,94,94
83948,33562,192,2,392,784
83949,33562,185,2,401,802
83950,33562,184,1,471,471
83951,33562,188,1,139,139
83952,33563,1962,1,251,251
83953,33563,1957,1,176,176
83954,33563,1955,1,260,260
83955,33564,111,2,217,434
83956,33564,90,2,61,122
83957,33564,102,1,262,262
83958,33564,109,1,392,392
83959,33565,1345,1,223,223
83960,33565,1343,2,278,556
83961,33566,1625,2,53,106
83962,33566,1619,2,142,284
83963,33566,1632,1,240,240
83964,33566,1622,1,197,197
83965,33567,327,2,63,126
83966,33567,323,2,399,798
83967,33567,337,1,472,472
83968,33568,2716,1,276,276
83969,33568,2711,1,84,84
83970,33569,1241,1,495,495
83971,33569,1232,1,156,156
83972,33570,1304,2,122,244
83973,33570,1290,1,326,326
83974,33571,435,2,238,476
83975,33571,441,1,455,455
83976,33571,427,1,153,153
83977,33571,429,1,130,130
83978,33572,1016,2,122,244
83979,33572,1007,1,274,274
